Cinput1	 Cinput2	 K0	 v0	 ero_rate	 depo_rate1	 depo_rate2	 RRMSE
14.000000	 19.000000	 0.000500	 0.030000	 0.000500	 -0.000600	 -0.003000	 4.515980
14.000000	 19.000000	 0.000500	 0.030000	 0.000500	 -0.000600	 -0.002500	 4.470410
14.000000	 19.000000	 0.000500	 0.030000	 0.000500	 -0.000600	 -0.002000	 4.513516
14.000000	 19.000000	 0.000500	 0.030000	 0.000500	 -0.000600	 -0.001500	 4.656705
14.000000	 19.000000	 0.000500	 0.030000	 0.000500	 -0.000600	 -0.001000	 4.903172
14.000000	 19.000000	 0.000500	 0.030000	 0.000500	 -0.000600	 -0.000500	 5.249362
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.001000	 -0.003000	 4.521069
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.001000	 -0.002500	 4.475551
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.001000	 -0.002000	 4.518608
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.001000	 -0.001500	 4.661641
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.001000	 -0.001000	 4.907859
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.001000	 -0.000500	 5.253741
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000800	 -0.003000	 4.503491
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000800	 -0.002500	 4.457793
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000800	 -0.002000	 4.501020
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000800	 -0.001500	 4.644594
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000800	 -0.001000	 4.891671
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000800	 -0.000500	 5.238622
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000600	 -0.003000	 4.507435
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000600	 -0.002500	 4.461777
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000600	 -0.002000	 4.504966
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000600	 -0.001500	 4.648418
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000600	 -0.001000	 4.895302
14.000000	 19.000000	 0.000500	 0.030000	 0.000700	 -0.000600	 -0.000500	 5.242013
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.001000	 -0.003000	 5.416611
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.001000	 -0.002500	 5.330586
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.001000	 -0.002000	 5.299530
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.001000	 -0.001500	 5.334452
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.001000	 -0.001000	 5.443478
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.001000	 -0.000500	 5.631697
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000800	 -0.003000	 5.380119
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000800	 -0.002500	 5.293501
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000800	 -0.002000	 5.262227
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000800	 -0.001500	 5.297395
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000800	 -0.001000	 5.407167
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000800	 -0.000500	 5.596608
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000600	 -0.003000	 5.358271
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000600	 -0.002500	 5.271294
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000600	 -0.002000	 5.239887
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000600	 -0.001500	 5.275204
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000600	 -0.001000	 5.385429
14.000000	 19.000000	 0.000500	 0.040000	 0.000100	 -0.000600	 -0.000500	 5.575609
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.001000	 -0.003000	 5.367056
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.001000	 -0.002500	 5.280223
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.001000	 -0.002000	 5.248870
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.001000	 -0.001500	 5.284127
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.001000	 -0.001000	 5.394170
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.001000	 -0.000500	 5.584051
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000800	 -0.003000	 5.330225
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000800	 -0.002500	 5.242782
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000800	 -0.002000	 5.211204
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000800	 -0.001500	 5.246714
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000800	 -0.001000	 5.357525
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000800	 -0.000500	 5.548661
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000600	 -0.003000	 5.308172
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000600	 -0.002500	 5.220360
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000600	 -0.002000	 5.188645
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000600	 -0.001500	 5.224308
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000600	 -0.001000	 5.335585
14.000000	 19.000000	 0.000500	 0.040000	 0.000300	 -0.000600	 -0.000500	 5.527479
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.001000	 -0.003000	 5.332181
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.001000	 -0.002500	 5.244771
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.001000	 -0.002000	 5.213205
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.001000	 -0.001500	 5.248701
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.001000	 -0.001000	 5.359471
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.001000	 -0.000500	 5.550540
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000800	 -0.003000	 5.295108
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000800	 -0.002500	 5.207075
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000800	 -0.002000	 5.175279
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000800	 -0.001500	 5.211034
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000800	 -0.001000	 5.322588
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000800	 -0.000500	 5.514935
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000600	 -0.003000	 5.272907
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000600	 -0.002500	 5.184498
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000600	 -0.002000	 5.152562
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000600	 -0.001500	 5.188474
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000600	 -0.001000	 5.300503
14.000000	 19.000000	 0.000500	 0.040000	 0.000500	 -0.000600	 -0.000500	 5.493623
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.001000	 -0.003000	 5.309038
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.001000	 -0.002500	 5.221241
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.001000	 -0.002000	 5.189531
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.001000	 -0.001500	 5.225189
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.001000	 -0.001000	 5.336447
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.001000	 -0.000500	 5.528312
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000800	 -0.003000	 5.271802
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000800	 -0.002500	 5.183374
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000800	 -0.002000	 5.151431
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000800	 -0.001500	 5.187351
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000800	 -0.001000	 5.299403
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000800	 -0.000500	 5.492562
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000600	 -0.003000	 5.249503
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000600	 -0.002500	 5.160693
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000600	 -0.002000	 5.128609
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000600	 -0.001500	 5.164687
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000600	 -0.001000	 5.277221
14.000000	 19.000000	 0.000500	 0.040000	 0.000700	 -0.000600	 -0.000500	 5.471163
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.001000	 -0.003000	 5.217728
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.001000	 -0.002500	 5.236381
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.001000	 -0.002000	 5.353299
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.001000	 -0.001500	 5.578237
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.001000	 -0.001000	 5.912667
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.001000	 -0.000500	 6.352046
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000800	 -0.003000	 5.237040
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000800	 -0.002500	 5.255624
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000800	 -0.002000	 5.372123
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000800	 -0.001500	 5.596305
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000800	 -0.001000	 5.929716
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000800	 -0.000500	 6.367919
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000600	 -0.003000	 5.279716
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000600	 -0.002500	 5.298150
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000600	 -0.002000	 5.413735
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000600	 -0.001500	 5.636261
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000600	 -0.001000	 5.967440
14.000000	 19.000000	 0.001000	 0.020000	 0.000100	 -0.000600	 -0.000500	 6.403062
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.001000	 -0.003000	 5.210508
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.001000	 -0.002500	 5.229187
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.001000	 -0.002000	 5.346262
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.001000	 -0.001500	 5.571484
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.001000	 -0.001000	 5.906296
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.001000	 -0.000500	 6.346117
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000800	 -0.003000	 5.229846
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000800	 -0.002500	 5.248456
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000800	 -0.002000	 5.365111
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000800	 -0.001500	 5.589574
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000800	 -0.001000	 5.923363
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000800	 -0.000500	 6.362004
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000600	 -0.003000	 5.272580
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000600	 -0.002500	 5.291040
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000600	 -0.002000	 5.406776
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000600	 -0.001500	 5.629578
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000600	 -0.001000	 5.961128
14.000000	 19.000000	 0.001000	 0.020000	 0.000300	 -0.000600	 -0.000500	 6.397180
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.001000	 -0.003000	 5.211684
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.001000	 -0.002500	 5.230358
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.001000	 -0.002000	 5.347408
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.001000	 -0.001500	 5.572584
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.001000	 -0.001000	 5.907334
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.001000	 -0.000500	 6.347082
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000800	 -0.003000	 5.231017
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000800	 -0.002500	 5.249623
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000800	 -0.002000	 5.366253
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000800	 -0.001500	 5.590670
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000800	 -0.001000	 5.924398
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000800	 -0.000500	 6.362967
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000600	 -0.003000	 5.273742
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000600	 -0.002500	 5.292198
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000600	 -0.002000	 5.407909
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000600	 -0.001500	 5.630666
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000600	 -0.001000	 5.962156
14.000000	 19.000000	 0.001000	 0.020000	 0.000500	 -0.000600	 -0.000500	 6.398137
14.000000	 19.000000	 0.001000	 0.020000	 0.000700	 -0.001000	 -0.003000	 5.221330
14.000000	 19.000000	 0.001000	 0.020000	 0.000700	 -0.001000	 -0.002500	 5.239971
14.000000	 19.000000	 0.001000	 0.020000	 0.000700	 -0.001000	 -0.002000	 5.356810
14.000000	 19.000000	 0.001000	 0.020000	 0.000700	 -0.001000	 -0.001500	 5.581607
14.000000	 19.000000	 0.001000	 0.020000	 0.000700	 -0.001000	 -0.001000	 5.915846
14.000000	 19.000000	 0.001000	 0.020000	 0.000700	 -0.001000	 -0.000500	 6.355006
14.000000	 19.000000	 0.001000	 0.020000	 0.000700	 -0.000800	 -0.003000	 5.240628
14.000000	 19.000000	 0.001000	 0.020000	 0.000700	 -0.000800	 -0.002500	 5.259200
14.000000	 19.000000	 0.001000	 0.020000	 0.000700	 -0.000800	 -0.002000	 5.375622
14.000000	 19.000000	 0.001000	 0.020000	 0.000700	 -0.000800	 -0.001500	 5.599663
